Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,3.625000,3.781250,3.625000,3.625000,1.452158,76800
1980-03-18,3.625000,3.781250,3.625000,3.781250,1.514751,113600
1980-03-19,3.875000,3.906250,3.875000,3.890625,1.558566,30400
1980-03-20,3.890625,3.890625,3.859375,3.875000,1.552307,47200
1980-03-21,3.765625,3.765625,3.718750,3.750000,1.502233,68000
1980-03-24,3.750000,3.781250,3.750000,3.750000,1.502233,61600
1980-03-25,3.750000,3.750000,3.703125,3.750000,1.502233,222400
1980-03-26,3.750000,3.765625,3.656250,3.656250,1.464677,37600
1980-03-27,3.625000,3.625000,3.562500,3.562500,1.427121,212800
1980-03-28,3.593750,3.750000,3.593750,3.750000,1.502233,449600
1980-03-31,3.781250,3.812500,3.781250,3.812500,1.527270,40000
1980-04-01,3.843750,3.984375,3.843750,3.984375,1.596122,31200
1980-04-02,4.000000,4.015625,4.000000,4.000000,1.602381,404800
1980-04-03,4.000000,4.015625,3.953125,3.953125,1.583604,308800
1980-04-07,3.953125,3.953125,3.812500,3.812500,1.527270,660000
1980-04-08,3.812500,3.812500,3.750000,3.781250,1.514751,37600
1980-04-09,3.750000,3.750000,3.750000,3.750000,1.502233,26400
1980-04-10,3.750000,3.781250,3.750000,3.750000,1.502233,76000
1980-04-11,3.750000,3.781250,3.734375,3.734375,1.495974,76800
1980-04-14,3.734375,3.750000,3.734375,3.750000,1.502233,60800
1980-04-15,3.750000,3.796875,3.718750,3.718750,1.489714,33600
1980-04-16,3.718750,3.718750,3.718750,3.718750,1.489714,8000
1980-04-17,3.703125,3.703125,3.609375,3.656250,1.464677,147200
1980-04-18,3.687500,3.718750,3.687500,3.718750,1.489714,236000
1980-04-21,3.687500,3.687500,3.546875,3.546875,1.420862,43200
1980-04-22,3.546875,3.578125,3.500000,3.531250,1.414602,92000
1980-04-23,3.531250,3.593750,3.531250,3.546875,1.420862,248000
1980-04-24,3.437500,3.437500,3.328125,3.328125,1.333231,568800
1980-04-25,3.312500,3.312500,3.250000,3.312500,1.326972,372000
1980-04-28,3.312500,3.312500,3.281250,3.296875,1.320713,71200
1980-04-29,3.265625,3.265625,3.187500,3.218750,1.289416,316000
1980-04-30,3.218750,3.234375,3.125000,3.125000,1.251861,60800
1980-05-01,3.140625,3.203125,3.140625,3.187500,1.276897,216800
1980-05-02,3.187500,3.218750,3.187500,3.187500,1.276897,120000
1980-05-05,3.187500,3.234375,3.187500,3.234375,1.295676,31200
1980-05-06,3.234375,3.281250,3.187500,3.187500,1.276897,316800
1980-05-07,3.187500,3.312500,3.187500,3.281250,1.314454,350400
1980-05-08,3.281250,3.312500,3.218750,3.218750,1.289416,54400
1980-05-09,3.218750,3.218750,3.156250,3.156250,1.264379,839200
1980-05-12,3.171875,3.250000,3.171875,3.250000,1.301935,24000
1980-05-13,3.250000,3.312500,3.218750,3.265625,1.308194,240800
1980-05-14,3.265625,3.296875,3.218750,3.218750,1.289416,44800
1980-05-15,3.250000,3.375000,3.250000,3.375000,1.352009,123200
1980-05-16,3.375000,3.390625,3.343750,3.343750,1.339491,67200
1980-05-19,3.359375,3.406250,3.359375,3.375000,1.352009,94400
1980-05-20,3.375000,3.515625,3.375000,3.515625,1.408343,147200
1980-05-21,3.515625,3.562500,3.484375,3.562500,1.427121,50400
