Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,2.875399,2.961928,2.875399,2.875399,0.093652,687300
1980-03-18,2.875399,2.928648,2.875399,2.915335,0.094952,1104200
1980-03-19,2.915335,2.928648,2.888711,2.888711,0.094085,1367100
1980-03-20,2.875399,2.875399,2.822151,2.822151,0.091917,484500
1980-03-21,2.815495,2.815495,2.762247,2.762247,0.089966,489700
1980-03-24,2.755591,2.755591,2.662407,2.662407,0.086715,463400
1980-03-25,2.649095,2.649095,2.609159,2.622471,0.085414,529500
1980-03-26,2.635783,2.662407,2.635783,2.642439,0.086064,170500
1980-03-27,2.642439,2.649095,2.555911,2.582535,0.084113,452200
1980-03-28,2.609159,2.768903,2.609159,2.768903,0.090183,1019300
1980-03-31,2.768903,2.768903,2.728967,2.762247,0.089966,643700
1980-04-01,2.762247,2.762247,2.662407,2.662407,0.086715,1398700
1980-04-02,2.689031,2.715655,2.689031,2.708999,0.088232,244100
1980-04-03,2.708999,2.715655,2.669063,2.669063,0.086931,117900
1980-04-07,2.669063,2.675719,2.642439,2.649095,0.086281,1342300
1980-04-08,2.649095,2.695687,2.649095,2.662407,0.086715,232800
1980-04-09,2.662407,2.669063,2.649095,2.649095,0.086281,512300
1980-04-10,2.649095,2.662407,2.635783,2.642439,0.086064,268100
1980-04-11,2.642439,2.655751,2.609159,2.609159,0.084980,634700
1980-04-14,2.609159,2.622471,2.602503,2.609159,0.084980,97600
1980-04-15,2.622471,2.629127,2.622471,2.622471,0.085414,305700
1980-04-16,2.622471,2.662407,2.609159,2.622471,0.085414,845100
1980-04-17,2.622471,2.635783,2.595847,2.622471,0.085414,255400
1980-04-18,2.622471,2.635783,2.615815,2.615815,0.085197,692600
1980-04-21,2.615815,2.629127,2.582535,2.589191,0.084330,129200
1980-04-22,2.589191,2.622471,2.562567,2.562567,0.083463,815000
1980-04-23,2.562567,2.575879,2.542598,2.542598,0.082812,842800
1980-04-24,2.542598,2.582535,2.529286,2.575879,0.083896,307900
1980-04-25,2.562567,2.562567,2.535943,2.535943,0.082596,200500
1980-04-28,2.535943,2.562567,2.522630,2.522630,0.082162,564900
1980-04-29,2.522630,2.535943,2.509318,2.509318,0.081728,125400
1980-04-30,2.509318,2.522630,2.496006,2.502662,0.081512,285400
1980-05-01,2.509318,2.555911,2.509318,2.555911,0.083246,446900
1980-05-02,2.549254,2.549254,2.529286,2.535943,0.082596,383100
1980-05-05,2.522630,2.522630,2.489350,2.489350,0.081078,135200
1980-05-06,2.496006,2.522630,2.496006,2.502662,0.081512,317000
1980-05-07,2.502662,2.569223,2.496006,2.569223,0.083680,788700
1980-05-08,2.569223,2.615815,2.562567,2.562567,0.083463,1785600
1980-05-09,2.555911,2.555911,2.509318,2.515975,0.081945,503300
1980-05-12,2.476038,2.476038,2.442758,2.469382,0.080428,484500
1980-05-13,2.469382,2.502662,2.469382,2.502662,0.081512,217800
1980-05-14,2.515975,2.555911,2.515975,2.535943,0.082596,315500
1980-05-15,2.535943,2.595847,2.535943,2.582535,0.084113,219300
1980-05-16,2.582535,2.595847,2.569223,2.589191,0.084330,317000
1980-05-19,2.589191,2.622471,2.582535,2.602503,0.084763,405600
1980-05-20,2.595847,2.595847,2.569223,2.569223,0.083680,123900
1980-05-21,2.575879,2.609159,2.575879,2.595847,0.084547,330500
1980-05-22,2.595847,2.728967,2.595847,2.728967,0.088882,835300
1980-05-23,2.742279,2.921992,2.742279,2.882055,0.093869,970500
1980-05-27,2.828807,2.828807,2.782215,2.782215,0.090617,459700
1980-05-28,2.782215,2.795527,2.755591,2.768903,0.090183,390600
1980-05-29,2.795527,2.842119,2.795527,2.802183,0.091267,304200
1980-05-30,2.802183,2.862087,2.782215,2.848775,0.092785,221600
1980-06-02,2.842119,2.842119,2.768903,2.808839,0.091484,718800
1980-06-03,2.808839,2.808839,2.755591,2.768903,0.090183,880400
1980-06-04,2.768903,2.788871,2.768903,2.775559,0.090400,91600
1980-06-05,2.782215,2.815495,2.782215,2.795527,0.091050,199000
1980-06-06,2.802183,2.828807,2.802183,2.802183,0.091267,82600
1980-06-09,2.802183,2.815495,2.782215,2.782215,0.090617,180200
1980-06-10,2.802183,2.842119,2.802183,2.828807,0.092134,215500
1980-06-11,2.848775,2.888711,2.848775,2.868743,0.093435,497200
1980-06-12,2.868743,2.895367,2.862087,2.875399,0.093652,323000
1980-06-13,2.875399,2.902023,2.862087,2.862087,0.093218,120100
1980-06-16,2.862087,2.868743,2.848775,2.848775,0.092785,112600
1980-06-17,2.848775,2.868743,2.848775,2.868743,0.093435,116400
1980-06-18,2.862087,2.862087,2.788871,2.822151,0.091917,358300
1980-06-19,2.848775,2.895367,2.848775,2.848775,0.092785,916400
1980-06-20,2.848775,2.855431,2.842119,2.842119,0.092568,97600
1980-06-23,2.842119,2.848775,2.828807,2.828807,0.092134,151700
